Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
3035,Hyundai,2017,1000000,15000,Central,Wisconsin,New Berlin,Petrol,Individual,Automatic,First_Owner,17.01,1591,121.3,154.9Nm@ 4200rpm,5,N
3036,Datsun,2016,350000,16500,Central,Wisconsin,Neenah,Petrol,Individual,Manual,First_Owner,20.63,1198,67,104Nm@ 4000rpm,5,N
3037,Maruti,2018,740000,50000,Central,Wisconsin,Neenah,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N
3038,Datsun,2018,300000,19000,Central,Wisconsin,New Berlin,Petrol,Individual,Manual,First_Owner,22.5,999,67,91Nm@ 4250rpm,5,N
3039,Volkswagen,2017,550000,50000,Central,Wisconsin,Oak Creek,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,N
3040,Mahindra,2017,710000,70000,East,Ohio,Hilliard,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3041,Mahindra,2017,700000,70000,East,Ohio,Kent,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3042,Mahindra,2016,550000,120000,East,Ohio,Kettering,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3043,Hyundai,2015,375000,60000,East,Ohio,Huber Heights,LPG,Individual,Manual,First_Owner,19.2,1086,68.05,99.04Nm@ 4500rpm,5,N
3044,Tata,2015,600000,60000,East,Ohio,Huber Heights,Diesel,Individual,Manual,First_Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7,N
3045,Maruti,2013,380000,76000,East,Ohio,Huber Heights,Diesel,Individual,Manual,Second_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
3046,Maruti,2012,300000,70000,East,Ohio,Huber Heights,Diesel,Individual,Manual,First_Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,N
3047,Maruti,1998,45000,80000,East,Ohio,Huber Heights,Petrol,Individual,Manual,Fourth_Above_Owner,16.1,796,37,59Nm@ 2500rpm,4,N
3048,Toyota,2010,450000,210000,East,Ohio,Hilliard,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,N
3049,Mahindra,2015,475000,128000,East,Ohio,Huber Heights,Diesel,Individual,Manual,Third_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,N
3050,Renault,2019,650000,5000,East,Ohio,Kent,Petrol,Individual,Manual,First_Owner,20,999,72,96Nm@ 3500rpm,7,N
3051,Maruti,2011,200000,70000,East,Ohio,Kent,LPG,Individual,Manual,First_Owner,26.2,998,58.2,77Nm@ 3500rpm,5,N
3052,Maruti,2013,350000,85000,East,Ohio,Kent,Diesel,Individual,Manual,First_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
3053,Maruti,2018,911999,25000,East,Ohio,Kent,Diesel,Individual,Automatic,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
3054,Maruti,2018,650000,15000,East,Ohio,Huber Heights,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,N
3055,Maruti,2012,350000,30000,East,Ohio,Kent,Petrol,Individual,Manual,First_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,N
3056,Maruti,2016,190000,80000,East,Ohio,Kent,Petrol,Individual,Manual,Second_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,N
3057,Hyundai,2019,1200000,40000,East,Ohio,Kent,Diesel,Individual,Manual,First_Owner,22,1582,126.2,259.87nm@ 1500-3000rpm,5,N
3058,Mahindra,2013,305000,160000,South,Louisiana,Lake Charles,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3059,Hyundai,2015,850000,108000,South,Louisiana,Lafayette,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N
3060,Volkswagen,2011,350000,120000,South,Alabama,Oxford,Diesel,Individual,Manual,Second_Owner,15,1896,105,"25.5@ 1,900(kgm@ rpm)",5,N
3061,Hyundai,2010,180000,55000,South,Louisiana,Lake Charles,Petrol,Individual,Manual,Fourth_Above_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,N
3062,Tata,2008,200000,110000,South,Louisiana,Lake Charles,Diesel,Individual,Manual,First_Owner,13.93,2179,138.1,320Nm@ 1700-2700rpm,7,N
3064,Honda,2012,229999,110000,South,Alabama,Oxford,Petrol,Individual,Manual,First_Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,N
3065,Maruti,2006,135000,62900,South,Alabama,Oxford,Petrol,Individual,Manual,First_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,N
3066,Volkswagen,2011,425000,120000,South,Alabama,Oxford,Diesel,Individual,Manual,Second_Owner,19.33,1968,138.1,320Nm@ 1750-2500rpm,5,N
3067,Mahindra,2016,1350000,70000,South,Alabama,Oxford,Diesel,Individual,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,N
3068,Ford,2009,480000,70000,South,Louisiana,Lafayette,Diesel,Individual,Manual,Third_Owner,10.9,2499,143,"33.7@ 1,800(kgm@ rpm)",7,N
3069,Maruti,2017,455000,60000,South,Alabama,Oxford,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N
3070,Maruti,2015,320000,60000,Central,Minnesota,Richfield,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,N
3071,Hyundai,2019,693000,4000,Central,Minnesota,Richfield,Petrol,Individual,Manual,First_Owner,18.6,1197,81.86,117nm@ 4000rpm,5,N
3072,Maruti,2017,830000,35000,Central,Minnesota,Richfield,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
3073,Hyundai,2016,470000,13500,Central,Minnesota,Rochester,Petrol,Individual,Manual,First_Owner,18.9,1197,82,114Nm@ 4000rpm,5,N
3074,Honda,2017,1100000,26000,Central,Minnesota,Rochester,Petrol,Individual,Automatic,First_Owner,18,1497,117.3,145Nm@ 4600rpm,5,N
3075,Tata,2016,325000,50000,Central,Minnesota,Richfield,Diesel,Individual,Manual,First_Owner,23,1248,88.7,200Nm@ 1750-3000rpm,5,N
3076,Hyundai,2014,215000,50000,Central,Minnesota,Rochester,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3077,Maruti,2018,560000,25000,Central,Minnesota,Rochester,Petrol,Individual,Manual,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3078,Maruti,2017,400000,30000,Central,Minnesota,Rochester,Petrol,Individual,Automatic,Second_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
3079,Jaguar,2017,2625000,9000,Central,Minnesota,Rochester,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177,430Nm@ 1750-2500rpm,5,N
3080,Lexus,2019,5150000,20000,Central,Minnesota,Rochester,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N
3081,Jaguar,2017,3200000,45000,Central,Minnesota,Roseville,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177,430Nm@ 1750-2500rpm,5,N
3082,Tata,2015,503000,110000,Central,Texas,Eagle Pass,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N
3083,Volvo,2019,3800000,20000,Central,Texas,Eagle Pass,Diesel,Individual,Automatic,First_Owner,18,1969,190,400Nm,5,N
3084,Toyota,2016,2000000,68089,Central,Texas,Edinburg,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N
3085,Maruti,2013,225000,58343,Central,Texas,Duncanville,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N
3086,Maruti,2018,740000,38817,Central,Texas,Eagle Pass,Diesel,Dealer,Manual,First_Owner,27.39,1248,74,190Nm@ 2000rpm,5,N
3087,Honda,2016,550000,56494,Central,Texas,Eagle Pass,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N
3088,Toyota,2013,750000,79328,Central,Texas,Eagle Pass,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N
3089,Maruti,2019,650000,5621,Central,Texas,Duncanville,Petrol,Trustmark_Dealer,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3090,Toyota,2017,625000,25538,Central,Texas,Duncanville,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N
3091,Maruti,2018,600000,69779,Central,Texas,Duncanville,Petrol,Dealer,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3092,Hyundai,2017,450000,56290,Central,Texas,Duncanville,Diesel,Dealer,Manual,First_Owner,24,1186,73.97,190.24nm@ 1750-2250rpm,5,N
3093,BMW,2019,5400000,7500,Central,Texas,Duncanville,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190,400Nm@ 1750-2500rpm,5,N
3094,BMW,2019,5500000,8500,Central,Texas,Duncanville,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190,400Nm@ 1750-2500rpm,5,N
3095,Honda,2019,779000,7032,Central,Texas,Eagle Pass,Petrol,Trustmark_Dealer,Automatic,First_Owner,19,1199,88.76,110Nm@ 4800rpm,5,N
3096,Skoda,2016,645000,11000,Central,Illinois,Oak Lawn,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,N
3097,Volvo,2018,2475000,2000,Central,Illinois,Oak Forest,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150,350Nm@ 1500-2750rpm,5,N
3099,Ford,2017,725000,45000,Central,Illinois,Oak Lawn,Diesel,Individual,Manual,First_Owner,23,1498,98.96,205Nm@ 1750-3250rpm,5,N
3100,Maruti,2013,225000,58343,Central,Illinois,Oak Forest,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N
3101,Maruti,2018,740000,38817,Central,Illinois,Oak Lawn,Diesel,Dealer,Manual,First_Owner,27.39,1248,74,190Nm@ 2000rpm,5,N
3102,Maruti,2019,650000,5621,Central,Illinois,Oak Lawn,Petrol,Trustmark_Dealer,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3103,Toyota,2017,625000,25538,Central,Illinois,Oak Lawn,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N
3104,Maruti,2018,600000,69779,West,New Mexico,Albuquerque,Petrol,Dealer,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3105,Hyundai,2017,450000,56290,West,New Mexico,Albuquerque,Diesel,Dealer,Manual,First_Owner,24,1186,73.97,190.24nm@ 1750-2250rpm,5,N
3106,Honda,2014,325000,52442,West,New Mexico,Albuquerque,Petrol,Trustmark_Dealer,Manual,Second_Owner,18.5,1198,86.8,109Nm@ 4500rpm,5,N
3107,Hyundai,2013,229999,39000,West,New Mexico,Albuquerque,Petrol,Dealer,Manual,First_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,N
3108,Mercedes,2007,400000,42000,West,New Mexico,Carlsbad,Petrol,Dealer,Automatic,First_Owner,11.74,1796,186,285Nm@ 2400-4000rpm,5,N
3109,Volkswagen,2015,449000,34156,West,New Mexico,Carlsbad,Petrol,Dealer,Manual,First_Owner,16.47,1198,74,110Nm@ 3750rpm,5,N
3110,Hyundai,2017,455000,34152,West,New Mexico,Carlsbad,Petrol,Dealer,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,N
3111,Audi,2015,1750000,37000,West,New Mexico,Albuquerque,Diesel,Dealer,Automatic,First_Owner,18.25,1968,187.74,400Nm@ 1750-3000rpm,5,N
3112,Toyota,2017,1390000,98000,West,New Mexico,Carlsbad,Diesel,Dealer,Automatic,First_Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7,N
3113,Hyundai,2019,1150000,31000,West,New Mexico,Carlsbad,Petrol,Dealer,Manual,First_Owner,15.8,1591,121.3,151Nm@ 4850rpm,5,N
3114,Hyundai,2018,650000,62841,West,New Mexico,Carlsbad,Petrol,Trustmark_Dealer,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,N
3115,Hyundai,2016,950000,38600,West,Nevada,North Las Vegas,Diesel,Dealer,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N
3116,Maruti,2018,698000,27654,West,Idaho,Boise,Diesel,Dealer,Automatic,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N
3117,Hyundai,2017,975000,48698,West,Idaho,Boise,Diesel,Dealer,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N
3118,Maruti,2018,445000,32995,Central,Oklahoma,Lawton,Petrol,Dealer,Automatic,First_Owner,20.52,1197,81.8,113Nm@ 4200rpm,5,N
3119,Tata,2018,539000,60000,Central,Oklahoma,Lawton,Diesel,Individual,Manual,First_Owner,22.95,1248,74,190Nm@ 1750-3000rpm,5,N
3120,Maruti,2010,350000,110000,Central,Oklahoma,Enid,Diesel,Individual,Manual,Fourth_Above_Owner,17.8,1248,75,190Nm@ 2000rpm,5,N
3121,Mahindra,2011,550000,260000,Central,Oklahoma,Midwest City,Diesel,Individual,Manual,Fourth_Above_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,8,N
3122,Renault,2015,550000,130000,Central,Oklahoma,Midwest City,Diesel,Individual,Manual,Second_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N
3123,Volkswagen,2011,330000,120000,Central,Oklahoma,Enid,Diesel,Individual,Manual,First_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,N
3124,Hyundai,2014,220000,80000,Central,Oklahoma,Midwest City,Petrol,Individual,Manual,Third_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3125,Maruti,2013,415000,60000,Central,Oklahoma,Midwest City,Petrol,Individual,Manual,Second_Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,N
3126,Maruti,2007,150000,75000,Central,Oklahoma,Enid,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
3127,Hyundai,2005,150000,89000,Central,Oklahoma,Edmond,Petrol,Individual,Manual,Second_Owner,15.3,1341,83,115Nm@ 3200rpm,5,N
3128,Hyundai,2007,240000,110000,Central,Oklahoma,Edmond,Diesel,Individual,Manual,First_Owner,18.1,1493,110,"24@ 1,900-2,750(kgm@ rpm)",5,N
3129,Maruti,2009,170000,90000,Central,Oklahoma,Midwest City,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
3130,Maruti,2015,550000,40000,Central,Oklahoma,Broken Arrow,Diesel,Individual,Manual,Third_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,N
3131,Nissan,2017,500000,26000,Central,Oklahoma,Lawton,Petrol,Individual,Automatic,First_Owner,19.34,1198,76,104Nm@ 4000rpm,5,N
3132,Mahindra,2011,180000,120000,Central,Oklahoma,Enid,Diesel,Individual,Manual,Second_Owner,13,2489,95,220Nm at 1400-2600 rpm,8,N
3133,Mahindra,2017,360000,29000,Central,Oklahoma,Enid,Petrol,Individual,Manual,First_Owner,18.15,1198,82,115Nm@ 3500-3600rpm,6,N
3134,Maruti,2014,400000,120000,East,Vermont,South Burlington,Petrol,Individual,Manual,First_Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,N
3135,Hyundai,2009,120000,70000,West,California,Riverside,Petrol,Individual,Manual,Second_Owner,13.2,1495,94,"12.5@ 3,500(kgm@ rpm)",5,N
3136,Maruti,2016,765000,100000,West,California,Riverside,Diesel,Individual,Manual,Second_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
3137,Maruti,2016,919999,90150,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
3138,Toyota,2018,730000,90000,South,Virginia,Rose Hill,Diesel,Individual,Manual,First_Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,N
3139,Tata,2016,320000,120000,South,Virginia,Rose Hill,Diesel,Individual,Manual,First_Owner,22.95,1248,74,190Nm@ 1750-3000rpm,5,N
3140,Honda,2015,455000,90000,East,New Jersey,South Orange,Diesel,Individual,Manual,Second_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,N
3141,Datsun,2015,350000,50000,East,Maine,Saco,Petrol,Individual,Manual,First_Owner,20.63,1198,67,104Nm@ 4000rpm,5,N
3142,Mahindra,2016,509999,110000,East,Massachusetts,Hanover,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,N
3143,Tata,2011,175000,85700,West,California,Rocklin,Diesel,Individual,Manual,Second_Owner,17,1405,70,"13.5@ 2,500(kgm@ rpm)",5,N
3144,Mahindra,2013,325000,178000,West,California,Riverside,Diesel,Individual,Manual,First_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,N
3145,Tata,2011,120000,70000,East,New Jersey,South Orange,Petrol,Individual,Manual,Second_Owner,15.2,1193,65,"10.7@ 2,600(kgm@ rpm)",5,N
3146,Hyundai,2014,300000,30000,West,California,Riverside,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,N
3147,Honda,2015,500000,100000,West,California,Riverside,Diesel,Individual,Manual,First_Owner,26,1498,98.6,200Nm@ 1750rpm,5,N
3148,Maruti,2016,562000,25339,East,Massachusetts,Lawrence,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
3149,Hyundai,2014,250000,10000,West,California,Rocklin,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3150,Tata,2017,484999,35000,West,California,Riverside,Diesel,Individual,Manual,First_Owner,20.65,1248,88.7,190Nm@ 1750-3000rpm,5,N
3151,Hyundai,2013,280000,35000,East,New Jersey,North Arlington,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,N
3152,Maruti,2015,571000,68000,West,California,Rocklin,Diesel,Individual,Manual,Second_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,N
3153,Maruti,2013,400000,40000,West,California,Rocklin,Petrol,Individual,Manual,First_Owner,18.6,1197,85.8,114Nm@ 4000rpm,5,N
3154,Tata,2015,295000,120000,South,Virginia,Rose Hill,Diesel,Individual,Manual,Second_Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,N
3156,Ford,2011,250000,25000,Central,Michigan,Port Huron,Petrol,Individual,Manual,First_Owner,15.6,1196,70,102Nm@ 4000rpm,5,N
3157,Mahindra,2015,610000,40000,Central,Michigan,Redford,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3158,Tata,2012,175000,60000,Central,Michigan,Redford,Diesel,Individual,Manual,First_Owner,22.3,1248,74,190Nm@ 1750-3000rpm,5,N
3159,Ford,2011,204999,70000,Central,Michigan,Redford,Diesel,Individual,Manual,Second_Owner,20,1399,68,160Nm@ 2000rpm,5,N
3160,Mahindra,2013,750000,80000,Central,Michigan,Redford,Diesel,Individual,Manual,Second_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
3161,Hyundai,2016,651000,42323,Central,Michigan,Redford,Diesel,Dealer,Manual,First_Owner,21.19,1396,88.76,219.66nm@ 1500-2750rpm,5,N
3162,BMW,2011,1075000,42545,West,Oregon,Medford,Diesel,Dealer,Automatic,First_Owner,19.62,1998,190,400nm@ 1750-2500rpm,5,N
3163,Maruti,2016,690000,32000,West,Oregon,Medford,Diesel,Dealer,Manual,First_Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,N
3164,Maruti,2017,589000,41232,West,Oregon,Oregon City,Diesel,Dealer,Manual,First_Owner,26.59,1248,74,190Nm@ 2000rpm,5,N
3165,Mahindra,2015,445000,40200,West,Oregon,Oregon City,Diesel,Dealer,Manual,First_Owner,21,1498,74.96,210nm@ 1600-2200rpm,7,N
3166,Ford,2013,475000,48000,West,Oregon,Oregon City,Diesel,Dealer,Manual,Second_Owner,21.7,1498,98.96,215Nm@ 1750-2500rpm,5,N
3167,Honda,2014,465000,27233,West,Oregon,Oregon City,Diesel,Dealer,Manual,First_Owner,27.4,1498,98.63,200Nm@ 1750rpm,5,N
3168,Tata,2011,225000,35000,West,Oregon,Oregon City,Petrol,Individual,Manual,First_Owner,15,1368,90,116Nm@ 4750rpm,5,N
3169,Toyota,2005,310000,200000,West,Oregon,Oregon City,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,N
3170,Tata,2016,445000,63000,West,Oregon,Oregon City,Diesel,Dealer,Manual,First_Owner,15.3,2956,83.8,250Nm@ 1000-2000rpm,9,N
3171,Mahindra,2015,445000,62000,West,Oregon,Oregon City,Diesel,Dealer,Manual,First_Owner,21,1498,74.96,210nm@ 1600-2200rpm,7,N
3172,Tata,2012,450000,68240,West,Oregon,Portland,Diesel,Dealer,Manual,First_Owner,13.93,2956,138.1,320Nm@ 1700-2700rpm,7,N
3173,Mahindra,2008,450000,78000,West,Oregon,Portland,Diesel,Dealer,Manual,First_Owner,15.4,1997,120,280Nm@ 1800-2800rpm,7,N
3175,Maruti,2010,200000,35000,Central,Illinois,Mount Prospect,Petrol,Dealer,Manual,First_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,N
3176,Maruti,2018,611000,9000,Central,Illinois,Moline,Petrol,Dealer,Manual,First_Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,N
3177,Hyundai,2016,819999,39000,Central,Illinois,Melrose Park,Diesel,Dealer,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N
3178,Hyundai,2016,825000,39000,Central,North Dakota,Mandan,Diesel,Dealer,Manual,First_Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,N
3179,Ford,2015,599000,92651,Central,Illinois,Mount Prospect,Diesel,Dealer,Manual,First_Owner,21.7,1498,98.96,215Nm@ 1750-2500rpm,5,N
3180,Maruti,2018,490000,28000,Central,Illinois,Moline,Petrol,Dealer,Manual,First_Owner,16.1,1197,85,"113Nm@ 4,500rpm",5,N
3181,Tata,2020,500000,40000,Central,Illinois,Moline,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,N
3182,Tata,2020,500000,40000,Central,Illinois,Moline,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,N
3183,Mahindra,2017,1100000,88754,Central,Illinois,Melrose Park,Diesel,Dealer,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,N
3184,Ford,2019,675000,7000,Central,Illinois,Moline,Petrol,Individual,Manual,First_Owner,19.4,1194,94.93,120Nm@ 4250rpm,5,N
3185,Mahindra,2018,1350000,40000,Central,North Dakota,Mandan,Diesel,Individual,Manual,First_Owner,16,2179,138,330Nm@ 1600-2800rpm,7,N
3186,Hyundai,2018,570000,20000,Central,Illinois,Melrose Park,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,N
3187,Hyundai,2017,455000,50000,Central,Illinois,Melrose Park,Diesel,Individual,Manual,First_Owner,24,1186,73.97,190.24nm@ 1750-2250rpm,5,N
3188,Hyundai,2013,165000,45000,Central,Illinois,Melrose Park,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3189,Honda,2016,925000,22000,East,New York,Rotterdam,Petrol,Individual,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,N
3190,Tata,2014,215000,100000,South,Louisiana,Slidell,Diesel,Individual,Manual,Second_Owner,25,1396,69.01,140Nm@ 1800-3000rpm,5,N
3191,Maruti,2016,470000,23700,East,Maryland,Annapolis,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,N
3192,Maruti,2016,470000,23700,East,New York,Rotterdam,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,N
3193,Maruti,2017,650000,60000,East,New York,Rotterdam,Diesel,Individual,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,N
3194,Renault,2017,900000,50000,South,Louisiana,Slidell,Diesel,Individual,Manual,First_Owner,20.37,1461,108.45,240Nm@ 1750rpm,5,N
3196,Ford,2009,190000,100000,East,Maryland,Annapolis,Diesel,Individual,Manual,Second_Owner,17.8,1399,67,160Nm@ 2000rpm,5,N
3197,Hyundai,2017,715000,60000,East,Maryland,Annapolis,Diesel,Individual,Manual,First_Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5,N
3198,Tata,2013,227999,60000,East,Maryland,Annapolis,Diesel,Individual,Manual,Second_Owner,25,1396,69.01,140Nm@ 1800-3000rpm,5,N
3199,Tata,2017,450000,50000,East,Maryland,Annapolis,Diesel,Individual,Manual,First_Owner,22.95,1248,74,190Nm@ 1750-3000rpm,5,N
3200,Chevrolet,2015,200000,40000,East,New York,Rotterdam,Diesel,Individual,Manual,First_Owner,25.44,936,56.3,142.5Nm@ 1750rpm,5,N
3201,Maruti,2017,400000,110000,East,New York,Rotterdam,CNG,Individual,Manual,First_Owner,26.6,998,58.16,77Nm@ 3500rpm,5,N
3202,Maruti,2016,725000,110000,East,Maryland,Aspen Hill,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,N
3203,Ford,2014,300000,80000,Central,Kansas,Manhattan,Diesel,Individual,Manual,First_Owner,20,1399,68.05,160Nm@ 2000rpm,5,N
3204,Toyota,2016,1151000,69500,Central,Kansas,Manhattan,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,N
3205,Datsun,2014,225000,33000,Central,Kansas,Lenexa,Petrol,Individual,Manual,First_Owner,20.63,1198,67,104Nm@ 4000rpm,5,N
3206,Hyundai,2016,380000,80000,Central,Kansas,Manhattan,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,N
3207,Hyundai,2019,630000,5000,Central,Kansas,Leawood,Petrol,Individual,Manual,First_Owner,18.6,1197,81.86,117nm@ 4000rpm,5,N
3208,Hyundai,2014,351000,25000,Central,Kansas,Lenexa,Petrol,Individual,Manual,First_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,N
3209,Skoda,2012,199000,50000,Central,Kansas,Lenexa,Diesel,Individual,Manual,Second_Owner,20.86,1199,75,180Nm@ 2000rpm,5,N
3210,Tata,2017,850000,50000,Central,Kansas,Lenexa,Diesel,Individual,Manual,First_Owner,17.6,2179,147.94,320Nm@ 1500-3000rpm,7,N
3211,Tata,2010,105000,120000,Central,Kansas,Leawood,Diesel,Individual,Manual,Second_Owner,18,1248,75,190Nm@ 1750rpm,5,N
3212,Tata,2010,300000,120000,Central,Kansas,Leawood,Diesel,Individual,Manual,Third_Owner,18.8,1248,90,200Nm@ 1750-3000rpm,5,N
3213,Toyota,2016,950000,80000,Central,Kansas,Leawood,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N
3214,Mahindra,2015,430000,110000,Central,Kansas,Olathe,Diesel,Individual,Manual,Second_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,N
